id
19901221
44834582
47223948
203994355
203994358
204038225
128257073
17030500
72226097
203434145
26495168
197620131
193548348
182457804
182457832
12700073
207230169
248887585
183530905
23306564
190732093
56609082
142985651
68837883
19339921
165652280
206483682
176731474
424192
181699301
206485756
87378617
160305773
216094406
214133069
37877789
67182900
242432555
126234183
193050692
49227831
191268687
2789867
197870141
206491051
204880845
13806903
184496516
206488538
204880729
190635393
157256586
182603778
124783434
172212615
170181328
167034206
111998746
160406254
206532448
206481068
169683552
133087016
158893359
170093990
158106926
84845535
192473358
73329058
178957748
214132362
262823131
252628793
263309367
263318827
242859060
176249567
251015706
205031692
37826637
203022763
198898116
155218783
263454238
183034782
35611663
20200289
203049842
31878999
20649985
6771759
137552577
144698311
13725206
23896094
46158932
217195211
146382098
214498510
202347895
154414628
202347921
204207265
248003579
37952860
144363571
206498335
167937724
415904
172573889
217088013
20705066
24426217
50871993
105633272
198525634
262569773
53534402
214515922
190635293
161930580
206483724
206319919
253321204
144908115
97599684
442833
147369800
55884371
43162106
144481212
55352359
143887933
55351175
253124975
257771490
254903981
254903783
262484382
251908049
249092995
217316079
249817970
161953672
170835371
261813071
263460030
263498459
201707298
20110426
169503713
46155712
14405387
98845902
15664328
128202480
171593193
6214253
19929554
178262652
41229151
175987452
148054374
91130002
128117694
38296174
161602033
52332509
173677837
122642032
83608541
160217056
37564411
13306439
220663181
217570439
202253026
125519631
149409293
253526445
83750781
195821392
109602859
198364655
225961966
134443789
166592438
212853948
202770341
170338375
166451638
249494212
94583978
212037802
161634250
172025190
58405495
181710045
137944084
124276417
162168460
50561575
190354450
128868803
248796802
165788917
79675216
155389264
128823818
197632125
130355003
215534714
205396422
214939550
78970546
206320068
242660469
100247131
42693280
52275940
10118755
84469920
177895328
102132787
195339869
136038537
213521783
252976620
58202058
100297137
108716623
109128294
84469911
147127661
79445535
59289658
70833099
91119846
575225
253526215
191515156
191515346
20162078
190737484
202502346
159888194
72785503
68500091
7117673
7721039
203092001
10398693
202493883
20224782
58122340
15255383
15257420
253318891
253311293
253388136
257516221
253390372
253310372
253546945
253575769
253575675
24133043
24004260
157084566
249776586
178007670
16314301
189468296
56960113
36379959
43003456
59519571
205644768
174813764
205644489
242971793
13778021
123969744
39955974
38525142
43003224
40794790
164711827
119927310
68844366
13912786
201105215
187637648
44594908
201003298
442864
34691470
452096
246234607
247907230
184496571
181454375
205644505
114457825
146891154
214615895
208528007
25140072
132247688
173648191
172275143
203506239
230087032
159865971
148605220
144478336
155326293
165938394
205942621
91623784
242484765
2588589
214939542
222292921
213560486
172406006
263012137
249885728
198769926
121053398
123549428
148817644
99247193
163869757
8072632
170780230
49785779
178262730
164343942
145764571
173883042
104802288
10104787
123170227
113920550
52490145
62341001
112190136
107342806
53064672
25921477
117726460
6290007
110483414
74764237
58213328
177558889
96289224
207941708
253091284
205538922
252559024
260798126
186627285
2109259
195912858
174305017
108830884
97540933
249273826
